mes,producto,codCliente,nombreCliente,categoria,departamento,montoVenta
2023-04-17,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,Chalatenango,500
2022-06-17,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,La Paz,400
2023-10-04,Cafetera,4976,Yazmin Veronica Ramirez,Otros,La Paz,85
2024-01-08,Cafetera,4976,Yazmin Veronica Ramirez,Otros,Cojutepeque,85
2023-04-12,Consola,2422,Rosa Maria Guevara Elias,Entretenimiento,Santa Ana,950
2023-09-03,Celular,3312,Rene Quinteros Zamora,Portatil,Usulutan,390
2023-05-28,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Salvador,159
2023-12-15,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,San Salvador,390
2022-02-09,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Usulutan,100
2023-08-13,Plancha,5662,Ulises del Dios Henriquez,Otros,Santa Ana,35
2023-07-21,Consola,3312,Rene Quinteros Zamora,Entretenimiento,Usulutan,950
2022-02-19,Radio,3312,Rene Quinteros Zamora,Portatil,La Paz,150
2022-03-06,Computadora,4976,Yazmin Veronica Ramirez,Portatil,San Miguel,1150
2022-11-22,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Cojutepeque,100
2022-10-20,Cocina,5662,Ulises del Dios Henriquez,Otros,La Paz,400
2022-04-04,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,La Paz,159
2023-04-06,Consola,3312,Rene Quinteros Zamora,Entretenimiento,San Miguel,950
2024-03-26,DVD,5662,Ulises del Dios Henriquez,Entretenimiento,Usulutan,150
2022-09-22,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,La Libertad,35
2023-09-10,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,Santa Ana,150
2023-04-12,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Salvador,950
2023-02-24,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Libertad,159
2023-05-23,Radio,3312,Rene Quinteros Zamora,Portatil,La Libertad,150
2022-03-10,Cocina,3312,Rene Quinteros Zamora,Otros,Usulutan,400
2022-07-27,Ventilador,2422,Rosa Maria Guevara Elias,Otros,La Paz,75
2024-02-01,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,San Miguel,950
2023-03-21,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,Usulutan,500
2022-08-02,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,Cojutepeque,950
2022-04-22,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,La Libertad,159
2024-04-10,Cocina,5662,Ulises del Dios Henriquez,Otros,La Paz,400
2023-09-03,Ventilador,1804,Carlos Antonio Gomez Chavarria,Otros,La Paz,75
2022-10-20,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,150
2023-02-15,Asistente inteligente,5662,Ulises del Dios Henriquez,Entretenimiento,Cojutepeque,100
2022-08-28,Celular,4976,Yazmin Veronica Ramirez,Portatil,Usulutan,390
2022-02-19,Bocina,2422,Rosa Maria Guevara Elias,Entretenimiento,Santa Ana,159
2023-12-22,Cocina,2422,Rosa Maria Guevara Elias,Otros,Cojutepeque,400
2022-08-19,Celular,5662,Ulises del Dios Henriquez,Portatil,San Miguel,390
2022-02-05,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,Santa Ana,85
2022-07-24,Computadora,4976,Yazmin Veronica Ramirez,Portatil,Usulutan,1150
2022-06-15,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,Cojutepeque,400
2023-09-18,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,San Miguel,400
2024-04-09,Cafetera,5662,Ulises del Dios Henriquez,Otros,San Salvador,85
2024-01-15,Plancha,5662,Ulises del Dios Henriquez,Otros,Cojutepeque,35
2022-12-31,Cocina,5662,Ulises del Dios Henriquez,Otros,La Paz,400
2023-12-18,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,Santa Ana,950
2022-11-26,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,San Miguel,35
2022-05-26,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,Santa Ana,35
2023-09-20,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,La Libertad,150
2022-11-17,Cafetera,3312,Rene Quinteros Zamora,Otros,Usulutan,85
2023-04-01,Radio,3312,Rene Quinteros Zamora,Portatil,La Libertad,150
2023-02-17,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,Chalatenango,159
2023-02-10,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,San Miguel,950
2022-03-10,Plancha,5662,Ulises del Dios Henriquez,Otros,La Paz,35
2024-02-12,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Usulutan,100
2022-11-02,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,159
2024-03-21,Computadora,2422,Rosa Maria Guevara Elias,Portatil,La Paz,1150
2023-09-29,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Santa Ana,950
2023-09-21,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Usulutan,159
2023-03-01,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,La Libertad,400
2023-05-27,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,Cojutepeque,150
2023-05-06,Celular,4976,Yazmin Veronica Ramirez,Portatil,Chalatenango,390
2022-02-16,Computadora,5662,Ulises del Dios Henriquez,Portatil,Usulutan,1150
2024-02-14,Televisor,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,500
2022-09-10,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Santa Ana,159
2022-12-06,Plancha,4976,Yazmin Veronica Ramirez,Otros,La Libertad,35
2023-05-23,Cafetera,4976,Yazmin Veronica Ramirez,Otros,Usulutan,85
2024-01-28,Celular,4976,Yazmin Veronica Ramirez,Portatil,Cojutepeque,390
2023-09-14,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,Cojutepeque,35
2022-03-12,Celular,4976,Yazmin Veronica Ramirez,Portatil,Chalatenango,390
2023-07-30,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,Usulutan,390
2023-05-03,Radio,4976,Yazmin Veronica Ramirez,Portatil,Usulutan,150
2023-08-25,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,La Paz,500
2022-05-07,Bocina,3312,Rene Quinteros Zamora,Entretenimiento,Chalatenango,159
2022-11-10,Ventilador,3312,Rene Quinteros Zamora,Otros,Chalatenango,75
2023-06-15,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Usulutan,950
2022-02-24,Celular,3312,Rene Quinteros Zamora,Portatil,La Libertad,390
2023-12-31,Cafetera,4976,Yazmin Veronica Ramirez,Otros,Chalatenango,85
2023-07-14,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Cojutepeque,159
2023-04-15,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,Usulutan,150
2022-04-02,Computadora,4976,Yazmin Veronica Ramirez,Portatil,San Miguel,1150
2023-03-30,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,950
2023-06-20,Cafetera,2422,Rosa Maria Guevara Elias,Otros,La Paz,85
2022-02-22,DVD,3312,Rene Quinteros Zamora,Entretenimiento,San Salvador,150
2023-05-16,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,Usulutan,390
2023-04-25,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Salvador,100
2022-06-17,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Cojutepeque,950
2023-07-14,Computadora,4976,Yazmin Veronica Ramirez,Portatil,La Paz,1150
2023-03-05,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,Cojutepeque,150
2023-05-31,Cafetera,5662,Ulises del Dios Henriquez,Otros,La Libertad,85
2022-07-06,Asistente inteligente,4976,Yazmin Veronica Ramirez,Entretenimiento,Usulutan,100
2024-02-04,Cafetera,3312,Rene Quinteros Zamora,Otros,San Salvador,85
2023-05-26,Computadora,4976,Yazmin Veronica Ramirez,Portatil,Cojutepeque,1150
2022-02-11,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,La Paz,950
2024-01-03,Radio,3312,Rene Quinteros Zamora,Portatil,La Libertad,150
2022-12-12,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,San Miguel,35
2022-11-23,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Usulutan,100
2023-04-25,Asistente inteligente,4976,Yazmin Veronica Ramirez,Entretenimiento,Santa Ana,100
2022-02-01,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,Usulutan,35
2024-02-28,Bocina,2422,Rosa Maria Guevara Elias,Entretenimiento,Cojutepeque,159
2022-09-14,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Usulutan,950
2023-03-06,Radio,3312,Rene Quinteros Zamora,Portatil,La Libertad,150
2022-07-09,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,Santa Ana,150
2022-12-25,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,La Libertad,150
2023-11-04,Celular,4976,Yazmin Veronica Ramirez,Portatil,Usulutan,390
2022-11-29,Radio,5662,Ulises del Dios Henriquez,Portatil,San Miguel,150
2023-05-13,Asistente inteligente,5662,Ulises del Dios Henriquez,Entretenimiento,Santa Ana,100
2023-01-31,Plancha,4976,Yazmin Veronica Ramirez,Otros,Cojutepeque,35
2022-12-16,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,La Libertad,390
2022-09-03,Radio,2422,Rosa Maria Guevara Elias,Portatil,San Miguel,150
2022-03-04,Cafetera,4976,Yazmin Veronica Ramirez,Otros,La Libertad,85
2022-04-09,Ventilador,5662,Ulises del Dios Henriquez,Otros,La Paz,75
2023-01-02,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,Usulutan,400
2023-02-16,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,Usulutan,500
2022-07-03,Ventilador,5662,Ulises del Dios Henriquez,Otros,Cojutepeque,75
2023-05-15,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,Chalatenango,400
2022-04-16,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,159
2022-08-07,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,Cojutepeque,950
2023-12-22,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,La Paz,390
2022-11-18,Cafetera,2422,Rosa Maria Guevara Elias,Otros,La Libertad,85
2024-01-16,Celular,5662,Ulises del Dios Henriquez,Portatil,Santa Ana,390
2023-07-14,Computadora,5662,Ulises del Dios Henriquez,Portatil,Santa Ana,1150
2022-09-18,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,Chalatenango,400
2022-03-02,Consola,3312,Rene Quinteros Zamora,Entretenimiento,San Salvador,950
2022-12-23,Bocina,3312,Rene Quinteros Zamora,Entretenimiento,San Salvador,159
2023-06-03,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,Chalatenango,1150
2023-12-19,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,Chalatenango,35
2022-09-10,Cocina,4976,Yazmin Veronica Ramirez,Otros,San Miguel,400
2022-11-27,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,Chalatenango,500
2022-06-26,Bocina,3312,Rene Quinteros Zamora,Entretenimiento,La Libertad,159
2024-03-29,Asistente inteligente,3312,Rene Quinteros Zamora,Entretenimiento,San Miguel,100
2023-07-17,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,San Miguel,35
2022-10-31,Radio,2422,Rosa Maria Guevara Elias,Portatil,Usulutan,150
2023-10-20,Computadora,5662,Ulises del Dios Henriquez,Portatil,Cojutepeque,1150
2022-08-05,Ventilador,2422,Rosa Maria Guevara Elias,Otros,Santa Ana,75
2023-07-29,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,La Paz,950
2022-03-31,Radio,2422,Rosa Maria Guevara Elias,Portatil,Usulutan,150
2023-01-09,Televisor,3312,Rene Quinteros Zamora,Entretenimiento,Chalatenango,500
2022-05-01,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,159
2024-03-20,Bocina,3312,Rene Quinteros Zamora,Entretenimiento,Cojutepeque,159
2024-01-02,Celular,2422,Rosa Maria Guevara Elias,Portatil,Chalatenango,390
2022-09-11,Computadora,2422,Rosa Maria Guevara Elias,Portatil,La Libertad,1150
2024-01-11,Cafetera,2422,Rosa Maria Guevara Elias,Otros,Santa Ana,85
2022-02-26,Celular,3312,Rene Quinteros Zamora,Portatil,Usulutan,390
2023-08-19,Plancha,4976,Yazmin Veronica Ramirez,Otros,Chalatenango,35
2022-10-13,Asistente inteligente,3312,Rene Quinteros Zamora,Entretenimiento,Santa Ana,100
2022-01-31,DVD,2422,Rosa Maria Guevara Elias,Entretenimiento,Santa Ana,150
2024-01-21,Televisor,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Santa Ana,500
2022-07-08,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,Chalatenango,1150
2023-02-14,Ventilador,5662,Ulises del Dios Henriquez,Otros,La Paz,75
2022-07-10,Cafetera,2422,Rosa Maria Guevara Elias,Otros,Cojutepeque,85
2024-03-29,Computadora,5662,Ulises del Dios Henriquez,Portatil,La Libertad,1150
2022-01-19,Cafetera,5662,Ulises del Dios Henriquez,Otros,Cojutepeque,85
2023-05-12,Cafetera,2422,Rosa Maria Guevara Elias,Otros,La Paz,85
2022-07-07,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,Chalatenango,500
2024-01-16,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,500
2022-02-10,Celular,3312,Rene Quinteros Zamora,Portatil,Chalatenango,390
2022-04-21,Cafetera,3312,Rene Quinteros Zamora,Otros,Santa Ana,85
2023-06-06,Plancha,3312,Rene Quinteros Zamora,Otros,Cojutepeque,35
2022-09-26,Bocina,3312,Rene Quinteros Zamora,Entretenimiento,San Miguel,159
2022-03-16,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,San Miguel,390
2023-01-04,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,Chalatenango,950
2022-12-08,Cafetera,3312,Rene Quinteros Zamora,Otros,Cojutepeque,85
2023-06-05,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,Santa Ana,35
2022-10-29,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Cojutepeque,159
2023-05-11,Radio,4976,Yazmin Veronica Ramirez,Portatil,Chalatenango,150
2023-03-29,Computadora,5662,Ulises del Dios Henriquez,Portatil,Cojutepeque,1150
2022-06-22,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,La Paz,85
2023-12-24,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,159
2022-10-14,Cocina,4976,Yazmin Veronica Ramirez,Otros,Santa Ana,400
2023-06-08,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Cojutepeque,950
2023-12-25,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,Usulutan,390
2022-02-19,Computadora,2422,Rosa Maria Guevara Elias,Portatil,Cojutepeque,1150
2023-07-15,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,La Libertad,159
2023-02-04,DVD,2422,Rosa Maria Guevara Elias,Entretenimiento,Chalatenango,150
2024-04-13,Bocina,2422,Rosa Maria Guevara Elias,Entretenimiento,La Libertad,159
2024-03-16,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,La Paz,950
2022-12-02,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Chalatenango,100
2024-02-13,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Salvador,100
2024-03-08,Plancha,3312,Rene Quinteros Zamora,Otros,Cojutepeque,35
2022-01-28,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,La Libertad,150
2022-01-04,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Usulutan,950
2024-02-04,Ventilador,1804,Carlos Antonio Gomez Chavarria,Otros,Usulutan,75
2023-10-16,Radio,4976,Yazmin Veronica Ramirez,Portatil,La Libertad,150
2023-12-24,Ventilador,2422,Rosa Maria Guevara Elias,Otros,Chalatenango,75
2023-03-19,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,Santa Ana,150
2022-12-01,Televisor,5662,Ulises del Dios Henriquez,Entretenimiento,Usulutan,500
2022-04-20,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,San Miguel,1150
2022-10-22,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,Cojutepeque,950
2023-06-16,Asistente inteligente,5662,Ulises del Dios Henriquez,Entretenimiento,Santa Ana,100
2022-10-06,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,Cojutepeque,150
2023-07-11,Computadora,2422,Rosa Maria Guevara Elias,Portatil,La Libertad,1150
2023-10-19,Celular,4976,Yazmin Veronica Ramirez,Portatil,San Salvador,390
2023-12-12,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,La Paz,390
2024-02-14,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,San Salvador,1150
2023-09-22,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,Chalatenango,400
2022-02-28,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,Usulutan,400
2023-06-30,Ventilador,1804,Carlos Antonio Gomez Chavarria,Otros,San Miguel,75
2022-07-30,Radio,3312,Rene Quinteros Zamora,Portatil,La Paz,150
2023-03-04,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,La Paz,1150
2023-12-12,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,Santa Ana,400
2024-03-06,Cocina,5662,Ulises del Dios Henriquez,Otros,La Libertad,400
2024-03-19,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Miguel,159
2022-08-01,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,La Paz,85
2023-06-05,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,La Libertad,950
2022-07-15,Asistente inteligente,5662,Ulises del Dios Henriquez,Entretenimiento,Chalatenango,100
2023-07-30,Bocina,3312,Rene Quinteros Zamora,Entretenimiento,La Paz,159
2023-10-16,Cocina,5662,Ulises del Dios Henriquez,Otros,La Libertad,400
2022-05-25,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,San Miguel,159
2024-02-02,Radio,4976,Yazmin Veronica Ramirez,Portatil,La Libertad,150
2024-01-24,Radio,4976,Yazmin Veronica Ramirez,Portatil,San Miguel,150
2023-03-30,Cafetera,3312,Rene Quinteros Zamora,Otros,La Paz,85
2022-07-24,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,Usulutan,159
2023-05-12,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,La Paz,150
2023-07-29,Celular,4976,Yazmin Veronica Ramirez,Portatil,San Miguel,390
2023-02-21,Cocina,4976,Yazmin Veronica Ramirez,Otros,La Libertad,400
2023-08-02,DVD,2422,Rosa Maria Guevara Elias,Entretenimiento,Usulutan,150
2022-11-07,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,Cojutepeque,159
2022-01-03,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,Santa Ana,35
2022-11-13,Cafetera,2422,Rosa Maria Guevara Elias,Otros,Chalatenango,85
2022-05-27,Asistente inteligente,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,100
2023-08-16,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,San Miguel,35
2022-11-14,Cocina,5662,Ulises del Dios Henriquez,Otros,San Salvador,400
2023-09-27,Asistente inteligente,5662,Ulises del Dios Henriquez,Entretenimiento,San Miguel,100
2023-09-19,DVD,2422,Rosa Maria Guevara Elias,Entretenimiento,La Paz,150
2023-09-27,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,La Paz,390
2022-05-10,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Libertad,100
2022-10-22,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,La Libertad,950
2022-09-15,DVD,3312,Rene Quinteros Zamora,Entretenimiento,San Salvador,150
2023-11-10,Plancha,4976,Yazmin Veronica Ramirez,Otros,Cojutepeque,35
2023-01-07,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,Cojutepeque,1150
2023-09-22,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,La Libertad,390
2022-06-01,Ventilador,5662,Ulises del Dios Henriquez,Otros,San Salvador,75
2023-04-30,Computadora,5662,Ulises del Dios Henriquez,Portatil,San Salvador,1150
2022-12-05,Cafetera,4976,Yazmin Veronica Ramirez,Otros,Chalatenango,85
2024-04-02,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,Cojutepeque,35
2022-08-06,Bocina,2422,Rosa Maria Guevara Elias,Entretenimiento,Cojutepeque,159
2024-01-16,Celular,5662,Ulises del Dios Henriquez,Portatil,Usulutan,390
2022-07-19,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,Chalatenango,85
2023-07-21,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,Usulutan,950
2023-11-25,Televisor,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Usulutan,500
2022-12-30,Cocina,2422,Rosa Maria Guevara Elias,Otros,La Paz,400
2023-12-14,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,159
2023-12-21,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,San Salvador,950
2023-02-22,Computadora,4976,Yazmin Veronica Ramirez,Portatil,Cojutepeque,1150
2023-01-30,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Santa Ana,950
2022-06-08,Ventilador,1804,Carlos Antonio Gomez Chavarria,Otros,Usulutan,75
2022-05-25,Celular,5662,Ulises del Dios Henriquez,Portatil,San Salvador,390
2023-12-20,Plancha,4976,Yazmin Veronica Ramirez,Otros,La Paz,35
2022-08-04,Consola,2422,Rosa Maria Guevara Elias,Entretenimiento,Santa Ana,950
2022-06-28,Ventilador,4976,Yazmin Veronica Ramirez,Otros,La Paz,75
2023-06-22,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,San Miguel,159
2023-08-10,Celular,5662,Ulises del Dios Henriquez,Portatil,San Miguel,390
2024-03-01,Asistente inteligente,3312,Rene Quinteros Zamora,Entretenimiento,La Paz,100
2023-03-27,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Salvador,150
2024-01-02,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,Usulutan,150
2022-09-12,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,950
2023-06-12,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,Chalatenango,950
2022-08-13,Cafetera,5662,Ulises del Dios Henriquez,Otros,San Miguel,85
2022-02-25,Asistente inteligente,4976,Yazmin Veronica Ramirez,Entretenimiento,La Paz,100
2023-08-10,Ventilador,2422,Rosa Maria Guevara Elias,Otros,Usulutan,75
2022-10-06,Radio,3312,Rene Quinteros Zamora,Portatil,Chalatenango,150
2022-02-15,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,Cojutepeque,85
2024-01-25,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,Cojutepeque,400
2023-06-10,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,Chalatenango,500
2022-02-14,Celular,4976,Yazmin Veronica Ramirez,Portatil,Usulutan,390
2024-03-27,Televisor,5662,Ulises del Dios Henriquez,Entretenimiento,La Paz,500
2022-11-07,Televisor,3312,Rene Quinteros Zamora,Entretenimiento,Santa Ana,500
2023-03-08,Ventilador,4976,Yazmin Veronica Ramirez,Otros,San Miguel,75
2023-08-13,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Santa Ana,159
2023-04-25,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,Cojutepeque,390
2022-02-14,Ventilador,2422,Rosa Maria Guevara Elias,Otros,Cojutepeque,75
2023-01-23,DVD,2422,Rosa Maria Guevara Elias,Entretenimiento,Chalatenango,150
2023-01-25,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Salvador,950
2022-11-08,Bocina,2422,Rosa Maria Guevara Elias,Entretenimiento,Santa Ana,159
2023-04-08,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,Cojutepeque,950
2023-01-04,Celular,2422,Rosa Maria Guevara Elias,Portatil,Chalatenango,390
2023-06-15,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,La Libertad,150
2022-04-27,Celular,3312,Rene Quinteros Zamora,Portatil,Santa Ana,390
2022-10-14,Bocina,2422,Rosa Maria Guevara Elias,Entretenimiento,San Miguel,159
2023-11-17,Ventilador,4976,Yazmin Veronica Ramirez,Otros,San Salvador,75
2023-06-24,Asistente inteligente,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,100
2023-05-17,Asistente inteligente,4976,Yazmin Veronica Ramirez,Entretenimiento,La Paz,100
2022-07-31,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,Usulutan,400
2023-09-17,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Salvador,100
2022-06-25,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Salvador,100
2022-07-22,Celular,5662,Ulises del Dios Henriquez,Portatil,La Paz,390
2022-04-13,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Cojutepeque,950
2023-11-27,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Santa Ana,150
2023-10-25,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,San Miguel,85
2023-03-04,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,Usulutan,390
2024-02-06,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Salvador,150
2022-08-22,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,Cojutepeque,1150
2023-04-14,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,San Salvador,159
2024-01-23,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Cojutepeque,150
2022-03-04,Cocina,3312,Rene Quinteros Zamora,Otros,La Paz,400
2023-07-04,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,La Paz,400
2022-08-22,Cocina,3312,Rene Quinteros Zamora,Otros,Santa Ana,400
2023-10-31,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,La Paz,35
2022-06-24,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Salvador,150
2022-09-21,Televisor,3312,Rene Quinteros Zamora,Entretenimiento,La Libertad,500
2022-06-10,Cafetera,4976,Yazmin Veronica Ramirez,Otros,San Miguel,85
2023-10-04,Computadora,2422,Rosa Maria Guevara Elias,Portatil,San Miguel,1150
2023-02-20,Cocina,4976,Yazmin Veronica Ramirez,Otros,Santa Ana,400
2023-04-14,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,159
2022-01-29,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,La Paz,159
2023-05-08,Cafetera,4976,Yazmin Veronica Ramirez,Otros,Usulutan,85
2023-08-13,Bocina,3312,Rene Quinteros Zamora,Entretenimiento,La Paz,159
2024-03-20,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,San Salvador,159
2023-08-26,Cocina,2422,Rosa Maria Guevara Elias,Otros,San Miguel,400
2023-05-30,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Miguel,150
